interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,education,state,congress_district,age,vote_trump,voteintention,agegroup,race,incomelevel,educationl,workingstatus
Most of the time,Registered,Jill Stein,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,Female,South,Not Hispanic,Some other race,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",AR,AR02,59,0,Biden,55-64,Others,Upper income,College Degree,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Part-time employed,The United States,Female,South,Not Hispanic,White,"$80,000 to $84,999",Masters degree,VA,VA01,68,1,Trump,65+,White,Middle income,Masters degree,Working
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Joe Biden,Moderate,Self-employed,The United States,Male,West,Other Hispanic,Some other race,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CO,CO04,37,0,Biden,30-44,Others,Upper income,College Degree,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,Female,West,Not Hispanic,Pacific Islander (Native Hawaiian),"$60,000 to $64,999",Masters degree,HI,HI01,48,0,Biden,45-54,Others,Middle income,Masters degree,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",I am not sure/don't know,Very Liberal,Full-time employed,The United States,Male,West,Not Hispanic,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,CA37,44,0,Biden,30-44,White,Upper income,College Degree,Working
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Someone else,Moderate,Full-time employed,The United States,Male,Midwest,Not Hispanic,White,"$100,000 to $124,999",Associate Degree,WI,WI03,36,0,Biden,30-44,White,Middle income,Some College,Working
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Joe Biden,Conservative,Retired,The United States,Male,Midwest,Not Hispanic,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OH,OH06,68,0,Biden,65+,White,Middle income,College Degree,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,Male,South,Not Hispanic,White,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",OK,OK04,36,1,Trump,30-44,White,Middle income,College Degree,Working
Only now and then,Registered,Someone else:,"Yes, I will vote",I am not sure/don't know,Conservative,Full-time employed,The United States,Female,Northeast,Not Hispanic,White,"$70,000 to $74,999",Completed some high school,MA,MA07,29,0,Biden,18-29,White,Middle income,High School Graduate,Working
Only now and then,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",I would not vote,Conservative,Homemaker,The United States,Female,South,Not Hispanic,White,"$20,000 to $24,999","Completed some college, but no degree",GA,GA01,41,0,Biden,30-44,White,Lower income,Some College,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,Female,Northeast,Not Hispanic,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,NY19,43,1,Trump,30-44,White,Upper income,College Degree,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,Male,Northeast,Not Hispanic,White,"$100,000 to $124,999","Completed some college, but no degree",NY,NY19,61,1,Trump,55-64,White,Middle income,Some College,Not working
Some of the time,Registered,Donald Trump,"Yes, I will vote",I am not sure/don't know,Moderate,Full-time employed,The United States,Male,Midwest,Not Hispanic,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NE,NE03,50,0,Biden,45-54,White,Middle income,College Degree,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,Male,Midwest,Not Hispanic,White,"Less than $14,999",High school graduate,MI,MI01,35,1,Trump,30-44,White,Lower income,High School Graduate,Working
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Very Liberal,Student,The United States,Female,South,Not Hispanic,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",SC,SC05,24,0,Biden,18-29,White,Middle income,College Degree,Not working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,Male,West,Not Hispanic,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,CA53,56,0,Biden,55-64,White,Middle income,College Degree,Not working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,Male,South,Not Hispanic,"Black, or African American","$30,000 to $34,999","Completed some college, but no degree",NC,NC13,23,1,Trump,18-29,Black,Lower income,Some College,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Not Sure,Permanently disabled,The United States,Female,South,Not Hispanic,White,"$20,000 to $24,999","Completed some college, but no degree",AL,AL06,38,1,Trump,30-44,White,Lower income,Some College,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,Male,Northeast,Not Hispanic,White,"$250,000 and above",Doctorate degree,NY,NY19,42,1,Trump,30-44,White,Upper income,Doctorate degree,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",I am not sure/don't know,Moderate,Full-time employed,The United States,Female,Northeast,Not Hispanic,White,"$50,000 to $54,999","Completed some college, but no degree",NJ,NJ02,41,0,Biden,30-44,White,Middle income,Some College,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Unemployed or temporarily on layoff,The United States,Female,Midwest,Not Hispanic,White,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",MI,MI08,52,1,Trump,45-54,White,Middle income,College Degree,Not working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,Female,South,Not Hispanic,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",KY,KY06,54,0,Biden,45-54,White,Middle income,College Degree,Working
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,Male,South,Not Hispanic,American Indian or Alaska Native,"$70,000 to $74,999",Masters degree,MD,MD02,59,0,Biden,55-64,Others,Middle income,Masters degree,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Retired,The United States,Male,West,Not Hispanic,White,"$30,000 to $34,999","Completed some college, but no degree",CO,CO05,68,1,Trump,65+,White,Lower income,Some College,Not working
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,Male,West,Not Hispanic,White,"$125,000 to $149,999",Masters degree,CA,CA29,43,1,Trump,30-44,White,Upper income,Masters degree,Working
Only now and then,Registered,"Did not vote, but was eligible",Not sure,Donald Trump,Moderate,Full-time employed,The United States,Female,South,Not Hispanic,White,"$175,000 to $199,999","Completed some college, but no degree",TX,TX36,32,1,Trump,30-44,White,Upper income,Some College,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,Male,South,Not Hispanic,White,"$150,000 to $174,999",Masters degree,GA,GA04,63,1,Trump,55-64,White,Upper income,Masters degree,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,Male,Northeast,Spanish,Some other race,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NY,NY10,22,1,Trump,18-29,Others,Middle income,College Degree,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,Female,Northeast,Not Hispanic,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CT,CT03,63,1,Trump,55-64,White,Middle income,College Degree,Working
Only now and then,Registered,Don't recall,Not sure,I am not sure/don't know,Not Sure,Part-time employed,The United States,Male,West,Mexican,White,"$75,000 to $79,999",Associate Degree,NV,NV01,29,0,Biden,18-29,White,Middle income,Some College,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Homemaker,The United States,Female,Midwest,Not Hispanic,White,"$55,000 to $59,999",High school graduate,MO,MO08,55,1,Trump,55-64,White,Middle income,High School Graduate,Not working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Someone else,Moderate,Unemployed or temporarily on layoff,The United States,Female,Northeast,Not Hispanic,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",MA,MA08,27,0,Biden,18-29,White,Middle income,College Degree,Not working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Not Sure,Full-time employed,The United States,Female,Northeast,Not Hispanic,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,,40,1,Trump,30-44,White,Upper income,College Degree,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,Female,Northeast,Not Hispanic,White,"$75,000 to $79,999",Associate Degree,NY,NY06,62,0,Biden,55-64,White,Middle income,Some College,Not working
Only now and then,Registered,Donald Trump,Not sure,I would not vote,Moderate,Unemployed or temporarily on layoff,The United States,Female,Northeast,Not Hispanic,White,"$40,000 to $44,999",Associate Degree,MA,MA02,53,0,Biden,45-54,White,Middle income,Some College,Not working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,Male,South,Not Hispanic,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",VA,VA03,31,1,Trump,30-44,White,Middle income,College Degree,Working
Most of the time,Registered,Jill Stein,"Yes, I will vote",Joe Biden,Moderate,Homemaker,The United States,Female,South,Other Hispanic,White,"$100,000 to $124,999",Associate Degree,FL,FL07,53,0,Biden,45-54,White,Middle income,Some College,Not working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,Retired,The United States,Female,South,Not Hispanic,White,"$20,000 to $24,999","Completed some college, but no degree",FL,FL06,66,0,Biden,65+,White,Lower income,Some College,Not working
Some of the time,Registered,Hillary Clinton,"No, I will not vote but I am eligible",Joe Biden,Not Sure,Full-time employed,The United States,Female,South,Mexican,White,"$50,000 to $54,999",Completed some high school,TX,TX34,37,0,Biden,30-44,White,Middle income,High School Graduate,Working
Only now and then,Registered,Was not eligible to vote,"Yes, I will vote",Donald Trump,Conservative,Part-time employed,The United States,Female,South,Not Hispanic,White,"$125,000 to $149,999",High school graduate,VA,VA07,18,1,Trump,18-29,White,Upper income,High School Graduate,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,Female,West,Not Hispanic,White,"$100,000 to $124,999","Completed some college, but no degree",CA,CA04,56,1,Trump,55-64,White,Middle income,Some College,Working
Only now and then,Registered,Someone else:,"Yes, I will vote",I am not sure/don't know,Moderate,Retired,The United States,Female,Northeast,Not Hispanic,White,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",MA,MA08,59,0,Biden,55-64,White,Lower income,College Degree,Not working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Unemployed or temporarily on layoff,The United States,Female,Northeast,Not Hispanic,White,"$125,000 to $149,999",Masters degree,PA,PA14,60,1,Trump,55-64,White,Upper income,Masters degree,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,Male,South,Not Hispanic,White,"$100,000 to $124,999",Masters degree,VA,VA04,40,1,Trump,30-44,White,Middle income,Masters degree,Working
Hardly at all,Registered,"Did not vote, but was eligible",Not sure,Donald Trump,Not Sure,Unemployed or temporarily on layoff,The United States,Female,South,Not Hispanic,White,"$30,000 to $34,999",Associate Degree,MS,MS01,38,1,Trump,30-44,White,Lower income,Some College,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",I am not sure/don't know,Conservative,Retired,The United States,Female,West,Not Hispanic,Asian (Chinese),"$90,000 to $94,999",Masters degree,UT,UT02,70,0,Biden,65+,Others,Middle income,Masters degree,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,Male,Midwest,Not Hispanic,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",KS,KS02,51,1,Trump,45-54,White,Upper income,College Degree,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Unemployed or temporarily on layoff,The United States,Male,South,Not Hispanic,White,"$20,000 to $24,999","Completed some college, but no degree",LA,LA06,26,1,Trump,18-29,White,Lower income,Some College,Not working
Only now and then,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Moderate,Other:,The United States,Female,South,Not Hispanic,"Black, or African American","Less than $14,999","Completed some college, but no degree",TX,TX21,33,0,Biden,30-44,Black,Lower income,Some College,Not working
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,Female,Northeast,Not Hispanic,White,"$45,000 to $49,999",Completed some high school,NJ,NJ03,72,0,Biden,65+,White,Middle income,High School Graduate,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,Female,South,Not Hispanic,White,"$100,000 to $124,999","Completed some college, but no degree",TX,TX25,54,1,Trump,45-54,White,Middle income,Some College,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Student,The United States,Female,South,Not Hispanic,White,"$45,000 to $49,999","Completed some college, but no degree",MD,MD03,24,0,Biden,18-29,White,Middle income,Some College,Not working
